鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
三民區,房地(土地+建物),高雄市三民區覺民路285巷31~60號,9.17,住,,,1060314,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040813,105.67,2,2,1,有,有,有,17000,161,,0.0,0,,RPRNMLSKLHMFFDE68CC
前鎮區,房地(土地+建物),高雄市前鎮區鄭和南路331~360號,7.34,商,,,1060310,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941228,80.3,2,2,1,有,有,有,14500,181,,0.0,0,,RPPNMLSKLHMFFCE38CC
苓雅區,房地(土地+建物)+車位,高雄市苓雅區永泰路1~30號,40.24,住,,,1060306,土地1建物1車位2,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971117,282.92,3,2,2,有,有,有,60000,212,坡道平面,39.38,0,,RPPNMLSKLHMFFBE28CC
苓雅區,房地(土地+建物),高雄市苓雅區中華4路19巷1~30號,11.92,商,,,1060310,土地2建物1車位0,見其他登記事項,19,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0790530,159.13,4,2,2,有,有,無,10000,63,,0.0,0,樓中樓,RPRNMLSKLHMFFBE48CC
鼓山區,房地(土地+建物),高雄市鼓山區中華一路451~480號,139.0,住,,,1060316,土地1建物1車位0,一層,4,店面(店鋪),,鋼筋混凝土造,0750602,88.76,0,0,1,有,無,無,20000,225,,0.0,0,,RPPNMLTKLHMFFAE28CC
前鎮區,建物,高雄市前鎮區中山二路61~90號,0.0,,,,1060301,土地0建物1車位0,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,255.36,4,2,3,有,有,有,45000,176,,0.0,0,含管理費,RPRNMLKLLHMFFCE87CC
前鎮區,房地(土地+建物),高雄市前鎮區中山二路1~30號,23.91,商,,,1060318,土地1建物1車位0,十三層,28,辦公商業大樓,商業用,鋼筋混凝土造,0870714,210.93,0,0,0,無,無,無,28000,133,,0.0,0,,RPROMLKLLHMFFCE97CC
三民區,房地(土地+建物),高雄市三民區自由一路1~30號,96.0,住,,,1060319,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0670519,47.46,0,0,0,無,無,無,25000,527,,0.0,0,含營業設備。,RPVNMLKLLHMFFDE38CC
三民區,房地(土地+建物)+車位,高雄市三民區明誠二路91~120號,3041.0,住,,,1060308,土地1建物1車位1,八層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880519,93.0,3,2,2,有,有,有,14000,151,坡道機械,35.59,0,,RPOOMLKLLHMFFDE77CC
三民區,房地(土地+建物),高雄市三民區大昌二路361~390號,1880.0,住,,,1060317,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0870420,194.29,0,0,4,有,無,有,39000,201,,0.0,0,,RPPOMLKLLHMFFDE87CC
鳳山區,房地(土地+建物),高雄市鳳山區頂新六街31~60號,10.26,住,,,1060320,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030818,94.19,2,1,1,有,無,有,15000,159,,0.0,0,,RPTNMLKLLHMFFGE48CC
鳳山區,房地(土地+建物),高雄市鳳山區翠亨北路91~120號,146.0,住,,,1060313,土地1建物1車位0,全,4,透天厝,住家用,加強磚造,0620228,137.34,3,1,2,有,無,無,30000,218,,0.0,0,,RPVNMLKLLHMFFGE68CC
鳳山區,房地(土地+建物),高雄市鳳山區工協街1~30號,56.55,住,,,1060320,土地1建物1車位0,二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010502,244.75,0,0,0,無,無,有,25000,102,,0.0,0,,RPQOMLKLLHMFFGE28CC
鳳山區,房地(土地+建物),高雄市鳳山區正義街1~30號,8.67,住,,,1060319,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870520,77.16,2,1,1,有,有,有,9000,117,,0.0,0,,RPSOMLKLLHMFFGE48CC
岡山區,房地(土地+建物)+車位,高雄市岡山區河堤路二段121~150號,9.83,住,,,1060305,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950306,102.99,3,2,2,有,有,無,12500,121,一樓平面,0.0,0,,RPSOMLKLLHMFFFE38CC
旗山區,房地(土地+建物),高雄市旗山區中正路366巷1~30號,78.0,住,,,1060301,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0790531,131.56,6,2,3,有,無,有,15000,114,,0.0,0,,RPSNMLKLLHMFFHE58DC
岡山區,房地(土地+建物),高雄市岡山區大昌街31~60號,20.97,住,,,1060318,土地1建物1車位0,一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841110,122.42,3,2,2,有,無,有,11000,90,,0.0,0,,RPOOMLLLLHMFFFE08CC
鳳山區,建物,高雄市鳳山區武營路271~300號,0.0,住,,,1060317,土地0建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790318,169.27,4,2,2,有,有,有,17000,100,坡道平面,12.46,0,,RPSNMLLLLHMFFGE48CC
鳳山區,房地(土地+建物),高雄市鳳山區文龍東路331~360號,305.37,住,,,1060320,土地1建物1車位0,一層,1,店面(店鋪),見其他登記事項,見其他登記事項,1051005,113.75,1,1,1,有,無,無,39000,343,,0.0,0,,RPXNMLLLLHMFFGE98CC
三民區,房地(土地+建物),高雄市三民區大連街91~120號,79.69,住,,,1060308,土地1建物1車位0,全,3,透天厝,,加強磚造,0620414,63.71,0,0,0,無,無,無,24000,377,,0.0,0,租金包含10%租賃所得稅及1.91%二代健保補充保費,RPOOMLLLLHMFFDE87CC
三民區,建物,高雄市三民區臥龍路61~90號,0.0,,,,1060310,土地0建物1車位0,一層,17,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0790927,200.24,4,2,3,有,無,無,15000,75,,0.0,0,一層+二層+夾層,RPPOMLLLLHMFFDE97CC
三民區,房地(土地+建物),高雄市三民區大豐二路181~210號,44.0,商,,,1060223,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0960608,159.42000000000002,3,2,2,有,無,有,20000,125,,0.0,0,,RPQOMLLLLHMFFDE08CC
前鎮區,房地(土地+建物),高雄市前鎮區鄭和南路1~30號,2.24,商,,,1060313,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0941228,195.72,1,1,2,有,有,無,35000,179,,0.0,0,租金包含10%租賃所得稅及1.91%二代健保補充保費,RPPOMLLLLHMFFCE87CC
鼓山區,建物,高雄市鼓山區裕誠路1081~1110號,0.0,商,,,1060320,土地0建物1車位1,十二層,12,辦公商業大樓,商業用,鋼筋混凝土造,0790216,86.18,0,0,0,無,有,無,16000,186,坡道平面,0.0,0,12樓為整層屋主自行隔間出租.租金含坡道平面車位1個,RPPNMLLLLHMFFAE57CC
鼓山區,建物,高雄市鼓山區美術館路241~270號,20.53,住,,,1060316,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940819,161.07,4,2,2,有,無,有,23000,143,,0.0,0,,RPRNMLLLLHMFFAE77CC
前金區,房地(土地+建物),高雄市前金區中華三路181~210號,105.0,商,,,1060317,土地1建物1車位0,二層,4,店面(店鋪),,鋼筋混凝土造,0610915,160.92,0,0,0,無,無,無,33333,207,,0.0,0,,RPVNMLLLLHMFFAE18CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060318,土地0建物1車位0,十六層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,129.57,2,2,2,有,有,有,15000,116,,0.0,0,,RPROMLLLLHMFFBE97CC
苓雅區,建物,高雄市苓雅區海邊路31~60號,0.0,商,,,1060321,土地0建物1車位2,二十一層,27,辦公商業大樓,商業用,鋼造,0860212,404.8,0,0,0,無,有,無,65000,161,坡道平面,0.0,0,租金含坡道平面車位2個,RPTNMLMLLHMFFBE18CC
新興區,建物,高雄市新興區中正三路181~210號,0.0,商,,,1060316,土地0建物2車位0,全,4,透天厝,,加強磚造,0461203,36.0,0,0,0,無,無,無,22000,611,,0.0,0,"外牆廣告出租,坪數約略計算",RPWNMLMLLHMFFBE48CC
新興區,建物,高雄市新興區民族二路91~120號,0.0,,,,1060317,土地0建物1車位0,二十一層,24,辦公商業大樓,商業用,鋼筋混凝土造,0860723,245.54,0,0,0,無,有,有,171900,700,,0.0,0,自交付租賃標的物日起至106/4/30日止，乙方裝潢期間無需支付租金,RPXNMLMLLHMFFBE58CC
苓雅區,建物,高雄市苓雅區中正一路91~120號,0.0,商,,,1060317,土地0建物1車位0,十層,16,辦公商業大樓,,鋼筋混凝土造,0800522,321.18,0,0,0,無,無,無,39200,122,,0.0,0,,RPOOMLMLLHMFFBE77CC
鼓山區,建物,高雄市鼓山區吳鳳路66巷31~60號,68.0,商,,,1060317,土地0建物1車位0,全,2,透天厝,,加強磚造,0640529,84.34,2,2,1,有,無,無,6000,71,,0.0,0,,RPPNMLMLLHMFFAE67CC
前金區,建物,高雄市前金區中山橫路121~150號,0.0,,,,1060320,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980217,217.88,3,2,2,有,有,有,32000,147,,0.0,0,,RPSNMLMLLHMFFAE97CC
鼓山區,房地(土地+建物),高雄市鼓山區裕國街331~360號,9.87,住,,,1060319,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931104,84.87,2,1,1,有,有,有,14000,165,,0.0,0,,RPTNMLMLLHMFFAE08CC
小港區,建物,高雄市小港區桂華街361~390號,118.0,,,,1060317,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,1021030,66.37,0,0,0,無,無,無,22000,331,,0.0,0,,RPTNMLMLLHMFFCE28CC
三民區,建物,高雄市三民區大豐一路421~450號,70.0,住,,,1060321,土地0建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0920402,218.88,4,3,3,有,無,有,30000,137,,0.0,0,,RPUNMLMLLHMFFDE48CC
三民區,房地(土地+建物),高雄市三民區建昌路1~30號,63.0,商,,,1060319,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0741008,239.31,5,2,4,有,無,無,20000,84,,0.0,0,,RPXOMLMLLHMFFDE88CC
三民區,建物,高雄市三民區鼎中路336巷9弄1~30號,0.0,住,,,1060308,土地0建物1車位0,全,4,透天厝,,鋼筋混凝土造,0730503,14.25,1,0,1,有,無,有,5500,386,,0.0,0,透天型分租套房。,RPPPMLMLLHMFFDE18CC
三民區,房地(土地+建物),高雄市三民區覺民路271~300號,15.99,商,,,1060320,土地1建物1車位0,一層,20,店面(店鋪),住商用,鋼筋混凝土造,0831202,200.7,0,2,3,有,有,無,28000,140,,0.0,0,租賃範圍1~3樓,RPSNMLNLLHMFFDE38CC
鳳山區,房地(土地+建物),高雄市鳳山區忠誠路151~180號,59.5,住,,,1060321,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0630710,59.5,0,0,0,無,無,無,10000,168,,0.0,0,,RPUPMLNLLHMFFGE09CC
仁武區,土地,暘善段661~690地號,628.1,農,,,1060224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,55000,88,,0.0,0,建物無保存登記170坪,RPUNMLNLLHMFFIE09CC
小港區,土地,鳳宮段1321~1350地號,578.0,住,,,1060307,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,43,,0.0,0,標的上有一筆建物為未保存登記,RPPNMLNLLHMFFCE97CC
鹽埕區,房地(土地+建物),高雄市鹽埕區必信街31~60號,81.0,住,,,1060316,土地2建物1車位0,全,3,透天厝,住家用,加強磚造,0500510,209.0,0,0,0,無,無,無,28000,134,,0.0,0,,RPRNMLNLLHMFFAE97CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060317,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2000,,坡道平面,14.64,2000,,RPUNMLNLLHMFFBE38CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060322,土地0建物1車位0,三十二層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,145.12,3,2,2,有,有,有,18000,124,,0.0,0,,RPVNMLNLLHMFFBE48CC
苓雅區,房地(土地+建物),高雄市苓雅區苓雅一路211~240號,56.0,商,,,1060321,土地1建物1車位0,全,2,透天厝,,加強磚造,0560129,108.67,0,0,0,無,無,有,25000,230,,0.0,0,,RPQOMLNLLHMFFBE08CC
新興區,房地(土地+建物),高雄市新興區林森一路241~270號,8.5,商,,,1060320,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050413,93.11,2,1,1,有,無,有,15000,161,,0.0,0,,RPROMLNLLHMFFBE18CC
苓雅區,房地(土地+建物),高雄市苓雅區青年一路181~210號,86.0,商,,,1060322,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0600623,134.73,0,0,0,無,無,無,21010,156,,0.0,0,,RPQNMLOLLHMFFBE08CC
苓雅區,房地(土地+建物),高雄市苓雅區河北路28巷1~30號,30.9,住,,,1060315,土地3建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0711206,108.43,3,2,2,有,無,有,9000,83,,0.0,0,,RPXNMLOLLHMFFBE78CC
苓雅區,土地,苓東段181~210地號,105.0,住,,,1060318,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,32000,305,,0.0,0,"106年4月1日至109年3月31日,每月租金32000元整,109年4月1日至111年3月31日止,每月租金35000元整",RPUOMLOLLHMFFBE58CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路151~180號,34.43,住,,,1060317,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950505,243.89999999999998,4,2,2,有,有,有,37000,152,坡道平面,25.28,0,,RPUNMLOLLHMFFAE38CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區大順一路601~630號,12.62,商,,,1060224,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020409,186.21,3,2,2,有,有,有,38000,204,坡道平面,26.77,0,,RPWNMLOLLHMFFAE58CC
前金區,房地(土地+建物),高雄市前金區新田路301~330號,107.0,商,,,1060324,土地4建物2車位0,全,1,透天厝,商業用,木造,0810316,17.11,0,0,0,無,無,無,67000,3916,,0.0,0,,RPPOMLOLLHMFFAE97CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路181~210號,7.62,商,,,1060314,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,99.75999999999999,2,1,1,有,有,有,22500,226,坡道機械,7.83,0,,RPUOMLOLLHMFFCE68CC
大社區,房地(土地+建物),高雄市大社區中山路1~30號,164.0,住,,,1060323,土地1建物1車位0,一層,1,其他,住商用,加強磚造,0670625,106.46,0,1,1,有,無,無,52000,488,,0.0,0,106.05.01起每月租金為新台幣52000元整。109.05.01起每月租金為新台幣54000元整。,RPXOMLOLLHMFFIE96CC
岡山區,房地(土地+建物),高雄市岡山區岡燕路451~480號,256.0,工,,,1060306,土地1建物1車位0,見其他登記事項,1,工廠,工業用,鐵造,0671110,139.2,0,0,1,有,無,無,39000,,,0.0,0,,RPWNMLOLLHMFFFE09CC
大寮區,房地(土地+建物),高雄市大寮區光明路一段1201巷1~30號,4351.0,其他,,,1060323,土地1建物1車位0,一層,1,其他,見其他登記事項,鋼筋混凝土造,0891027,822.1,16,0,14,有,無,有,160000,195,,0.0,0,,RPTNMLOLLHMFFLE76CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區南屏路841~870號,13.69,商,,,1060305,土地1建物1車位1,十六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951205,165.13,3,2,2,有,有,有,27000,164,坡道平面,0.0,0,,RPPNMLOLLHMFFAE97DC
鳳山區,建物,高雄市鳳山區南京路445巷1~30號,26.9,住,,,1060323,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710628,73.65,3,2,1,有,無,無,8200,111,,0.0,0,,RPWNMLOLLHMFFGE56CC
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文衡路391~420號,11.17,住,,,1060315,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860627,95.15,2,1,1,有,有,有,17000,179,坡道平面,24.78,0,,RPVPMLOLLHMFFGE66CC
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街271~300號,20.4,住,,,1060318,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030718,107.73,2,2,1,有,有,有,18000,167,坡道平面,24.31,0,,RPPQMLOLLHMFFGE78CC
鳳山區,房地(土地+建物)+車位,高雄市鳳山區工協街31~60號,52.25,住,,,1060310,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010502,214.68,4,2,2,有,有,無,14000,65,坡道平面,0.0,0,,RPQQMLOLLHMFFGE88CC
鳳山區,房地(土地+建物)+車位,高雄市鳳山區瑞興路451~480號,42.45,住,,,1060320,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010502,174.83,3,2,2,有,有,無,13100,75,坡道平面,0.0,0,,RPTQMLOLLHMFFGE56CC
三民區,房地(土地+建物)+車位,高雄市三民區覺民路631~660號,7.83,商,,,1060310,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050630,134.06,3,2,2,有,有,有,15000,112,坡道平面,20.09,0,,RPQOMLOLLHMFFDE38CC
