編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUNMLNKMHMFFDQ96CA,23,27.69,共有部分,鋼筋混凝土造,83年6月20日,,
RPUNMLPJMHMFFCQ96CA,17,135.15,住家用,鋼筋混凝土造,89年4月28日,三層,一層 二層 三層
RPSNMLKLMHMFFCQ09CA,36,93.18,住家用,鋼筋混凝土加強磚造,70年4月10日,二層,一層 二層 電梯樓梯間
RPQNMLRKMHMFFBQ76CA,4,168.26,見其他登記事項,鋼筋混凝土造,102年2月7日,三層,一層 二層 三層 見其他登記事項
RPVNMLQJMHMFFEQ37CA,24,38.83,住家用,鋼筋混凝土造,82年4月1日,十八層,三層
RPVNMLQJMHMFFEQ37CA,24,7.68,見其他登記事項,鋼筋混凝土造,82年4月1日,十八層,
RPVNMLQJMHMFFEQ37CA,24,1.75,見其他登記事項,鋼筋混凝土造,82年4月1日,,
RPWNMLQJMHMFFEQ47CA,36,81.20,住家用,鋼筋混凝土加強磚造,69年11月18日,二層,一層 二層
RPTNMLPLMHMFFDQ17CA,23,33.00,見其他登記事項,鋼筋混凝土造,82年10月6日,九層,五層
RPTNMLPLMHMFFDQ17CA,23,1.97,見其他登記事項,鋼筋混凝土造,82年10月6日,九層,
RPTNMLPLMHMFFDQ17CA,23,5.20,見其他登記事項,鋼筋混凝土造,82年10月6日,9,
RPTNMLPLMHMFFDQ17CA,23,10.70,見其他登記事項,鋼筋混凝土造,82年10月6日,九層,
